"","Fraud","Fraud_times_30","Fraud_times_14","Fraud_times_7","Fraud_times_3","Fraud_times_1","Total_amount_card_7","Total_amount_card_14","Max_amount_card_30","Total_amount_card_3","Avg_amount_merch_3","Avg_amount_card_3","Max_amount_card_14","Avg_amount_card_30","Median_amount_card_3","Max_amount_card_3","Total_amount_card_30","Max_amount_card_7","Max_amount_merch_3","Total_amount_merch_7","Total_amount_merch_3"
"84255",0,0,0,0,0,0,2791.43,3697.13,2115.34,1487.06,0,495.686666666667,1067.29,408.015641025641,322.02,1067.29,15912.61,1067.29,0,0,0
"84256",0,0,0,0,0,0,658.24,696.24,621.69,78.24,0,39.12,580,173.79375,39.12,72.75,2780.7,580,0,0,0
"84257",0,0,0,0,0,0,4514.58,7810.88,2500,1123,0,1123,2400,1141.9425,1123,1123,22838.85,2350,0,0,0
"84258",0,0,0,0,0,0,1751.75,3102.12,951.14,1221.75,56,610.875,663,423.162307692308,610.875,663,5501.11,663,56,944.44,56
"84259",0,0,0,0,0,0,260,294,390,0,44.07,0,260,228,0,0,684,260,69.53,987.82,88.14
"84260",0,0,0,0,0,0,0,0,77.63,0,0,0,0,77.63,0,0,77.63,0,0,350,0
"84261",0,0,0,0,0,0,67,177.28,936,0,663.309411764706,0,67,380.922857142857,0,0,5332.92,67,2199,34427.91,11276.26
"84262",0,0,0,0,0,0,1751.75,3102.12,951.14,1221.75,56,610.875,663,423.162307692308,610.875,663,5501.11,663,56,944.44,56
"84263",0,0,0,0,0,0,0,0,168,0,0,0,0,168,0,0,168,0,0,0,0
"84264",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84265",0,0,0,0,0,0,0,0,725,0,0,0,0,357.5,0,0,1072.5,0,0,0,0
"84266",0,0,0,0,0,0,260,260,260,260,0,260,260,204.95,260,260,409.9,260,0,350,0
"84267",0,0,0,0,0,0,209.3,437.43,374.66,0,985,0,228.13,79.625,0,0,1114.75,209.3,985,985,985
"84268",0,0,0,0,0,0,73.15,73.15,340.79,13.2,20.7,13.2,59.95,137.98,13.2,13.2,413.94,59.95,27.2,744.8,82.8
"84269",0,0,0,0,0,0,4514.58,7810.88,2500,1123,0,1123,2400,1141.9425,1123,1123,22838.85,2350,0,0,0
"84270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84271",0,0,0,0,0,0,0,229.7,139.98,0,0,0,139.98,102.9,0,0,308.7,0,0,0,0
"84272",0,0,0,0,0,0,1248.12,1797.82,1195,63.12,0,63.12,474.9,411.6275,63.12,63.12,4939.53,395,0,0,0
"84273",0,0,0,0,0,0,247.92,1864.11,1495,9.32,113.96,3.10666666666667,1495,162.944375,1.46,6.4,2607.11,142.5,113.96,197.93,113.96
"84274",0,0,0,0,0,0,95.49,278.07,182.58,7.8,0,7.8,182.58,69.5175,7.8,7.8,278.07,82.97,0,0,0
"84275",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84276",0,0,0,0,0,0,0,8.99,8.99,0,0,0,8.99,8.99,0,0,8.99,0,0,26,0
"84277",0,0,0,0,0,0,0,0,1088.22,0,0,0,0,368.262,0,0,1841.31,0,0,0,0
"84278",0,0,0,0,0,0,1836.56,2600.59,2113,1542.37,0,1542.37,1542.37,631.858333333333,1542.37,1542.37,7582.3,1542.37,0,0,0
"84279",0,0,0,0,0,0,0,0,12,0,298.2875,0,0,12,0,0,12,0,908.5,5602.47,1193.15
"84280",0,0,0,0,0,0,0,60,60,0,2433,0,60,60,0,0,60,0,2433,11478.79,2433
"84281",0,0,0,0,0,0,150,2885.69,1595,150,311.896666666667,150,1595,359.980714285714,150,150,5039.73,150,889.79,4795.15,935.69
"84282",0,0,0,0,0,0,13748.92,19231.92,2462.7,3591,194.625,1197,2430,1086.87451612903,1553,1678,33693.11,2430,360,10474.3,389.25
"84283",0,0,0,0,0,0,4005,4005,4005,0,663.309411764706,0,4005,4005,0,0,4005,4005,2199,34427.91,11276.26
"84284",0,0,0,0,0,0,6636.86,12975.11,2274,928.1,914.935,464.05,2274,904.66625,464.05,844.2,14474.66,2274,1597.67,6193.55,1829.87
"84285",0,0,0,0,0,0,0,0,468.7,0,0,0,0,371.85,0,0,743.7,0,0,350,0
"84286",0,0,0,0,0,0,4582.65,5331.93,1951,0,0,0,1848,462.6332,0,0,11565.83,1848,0,2979.64,0
"84287",0,0,0,0,0,0,0,270.74,900.6,0,535.54,0,270.74,231.363,0,0,2313.63,0,535.54,6179.77,535.54
"84288",0,0,0,0,0,0,1060,1060,410,0,287.5,0,410,151.428571428571,0,0,1060,410,370,2345,575
"84289",0,0,0,0,0,0,768.84,971.85,2496.5,0,0,0,635.08,329.278571428571,0,0,4609.9,635.08,0,0,0
"84290",0,0,0,0,0,0,13748.92,19231.92,2462.7,3591,985,1197,2430,1086.87451612903,1553,1678,33693.11,2430,985,985,985
"84291",0,0,0,0,0,0,584,584,794.97,0,0,0,584,430.9975,0,0,3447.98,584,0,0,0
"84292",0,0,0,0,0,0,209.3,437.43,374.66,0,985,0,228.13,79.625,0,0,1114.75,209.3,985,985,985
"84293",0,0,0,0,0,0,209.3,437.43,374.66,0,0,0,228.13,79.625,0,0,1114.75,209.3,0,0,0
"84294",0,0,0,0,0,0,418.39,2034.85,538.82,0,101.785,0,538.82,345.68,0,0,2419.76,235.93,139.08,1826.94,203.57
"84295",0,0,0,0,0,0,150,2885.69,1595,150,311.896666666667,150,1595,359.980714285714,150,150,5039.73,150,889.79,4795.15,935.69
"84296",0,0,0,0,0,0,0,0,584.9,0,663.309411764706,0,0,584.9,0,0,584.9,0,2199,34427.91,11276.26
"84297",0,0,0,0,0,0,0,1040,2500,0,0,0,550,1040.64444444444,0,0,18731.6,0,0,0,0
"84298",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84299",0,0,0,0,0,0,0,60,60,0,0,0,60,60,0,0,60,0,0,0,0
"84300",0,0,0,0,0,0,1110.5,1374.22,1198.15,0,0,0,655.08,322.426551724138,0,0,9350.37,655.08,0,350,0
"84301",0,0,0,0,0,0,0,0,0,0,113.96,0,0,0,0,0,0,0,113.96,197.93,113.96
"84302",0,0,0,0,0,0,247.92,1864.11,1495,9.32,0,3.10666666666667,1495,162.944375,1.46,6.4,2607.11,142.5,0,0,0
"84303",0,0,0,0,0,0,247.92,1864.11,1495,9.32,985,3.10666666666667,1495,162.944375,1.46,6.4,2607.11,142.5,985,985,985
"84304",0,0,0,0,0,0,4514.58,7810.88,2500,1123,0,1123,2400,1141.9425,1123,1123,22838.85,2350,0,0,0
"84305",0,0,0,0,0,0,3335,4735,2205,2285,0,1142.5,2205,754.481,1142.5,2205,7544.81,2205,0,0,0
"84306",0,0,0,0,0,0,1751.75,3102.12,951.14,1221.75,56,610.875,663,423.162307692308,610.875,663,5501.11,663,56,944.44,56
"84307",0,0,0,0,0,0,30,30,30,0,0,0,30,30,0,0,210,30,0,30,0
"84308",0,0,0,0,0,0,698.86,698.86,1927.62,0,0,0,342.49,690.022352941176,0,0,11730.38,342.49,0,0,0
"84309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0
"84310",0,0,0,0,0,0,209.3,437.43,374.66,0,985,0,228.13,79.625,0,0,1114.75,209.3,985,985,985
"84311",0,0,0,0,0,0,4514.58,7810.88,2500,1123,0,1123,2400,1141.9425,1123,1123,22838.85,2350,0,0,0
"84312",0,0,0,0,0,0,15.76,15.76,145,15.76,0,15.76,15.76,101.92,15.76,15.76,305.76,15.76,0,0,0
"84313",0,0,0,0,0,0,1751.75,3102.12,951.14,1221.75,56,610.875,663,423.162307692308,610.875,663,5501.11,663,56,944.44,56
"84314",0,0,0,0,0,0,4514.58,7810.88,2500,1123,0,1123,2400,1141.9425,1123,1123,22838.85,2350,0,0,0
"84315",0,0,0,0,0,0,1310.98,1310.98,1261.95,146,380.96,146,959.9,524.25875,146,146,4194.07,959.9,380.96,22630.02,380.96
"84316",0,0,0,0,0,0,0,0,0,0,580,0,0,0,0,0,0,0,580,1160,580
"84317",0,0,0,0,0,0,20.05,20.05,20.05,20.05,20.05,20.05,20.05,20.05,20.05,20.05,20.05,20.05,20.05,20.05,20.05
"84318",0,0,0,0,0,0,163.16,232.1,2145,163.16,0,163.16,163.16,480.618,163.16,163.16,2403.09,163.16,0,0,0
"84319",0,0,0,0,0,0,2791.43,3697.13,2115.34,1487.06,311.896666666667,495.686666666667,1067.29,408.015641025641,322.02,1067.29,15912.61,1067.29,889.79,4795.15,935.69
"84320",0,0,0,0,0,0,925.75,1148.33,1214.5,766,0,191.5,405,238.281333333333,153,405,3574.22,405,0,0,0
"84321",0,0,0,0,0,0,186.1,300.86,114.76,0,0,0,114.76,100.286666666667,0,0,300.86,99,0,0,0
"84322",0,0,0,0,0,0,474.91,1386.89,822,72,0,72,822,230.841428571429,72,72,1615.89,240,0,0,0
"84323",0,0,0,0,0,0,234.22,1336.22,1387.5,97.51,20.7,97.51,1056,268.90375,97.51,97.51,4302.46,136.71,27.2,744.8,82.8
"84324",0,0,0,0,0,0,209.3,437.43,374.66,0,985,0,228.13,79.625,0,0,1114.75,209.3,985,985,985
"84325",0,0,0,0,0,0,0,38.67,1682,0,0,0,27.6,441.2575,0,0,1765.03,0,0,0,0
"84326",0,0,0,0,0,0,273.5,273.5,273.5,273.5,663.309411764706,273.5,273.5,273.5,273.5,273.5,273.5,273.5,2199,34427.91,11276.26
"84327",0,0,0,0,0,0,1964.98,3084.85,2110.6,1322.73,0,440.91,1028.9,281.62,154.97,1028.9,8730.22,1028.9,0,0,0
"84328",0,0,0,0,0,0,3786.5,4560.11,4518,3135.3,0,1567.65,2325.3,591.374117647059,1567.65,2325.3,10053.36,2325.3,0,0,0
"84329",0,0,0,0,0,0,470.7,5096.33,1345.94,0,658.413333333333,0,1345.94,623.433,0,0,6234.33,450,1542.37,10761.95,1975.24
"84330",0,0,0,0,0,0,987.36,987.36,585.32,666.52,163.16,222.173333333333,585.32,152.452857142857,62.8,585.32,1067.17,585.32,163.16,163.16,163.16
"84331",0,0,0,0,0,0,1085.4,1743.07,733.4,0,0,0,733.4,257.59375,0,0,2060.75,733.4,0,0,0
"84332",0,0,0,0,0,0,8550.97,15445.76,2500,464.44,420.55,464.44,2500,506.311136363636,464.44,464.44,22277.69,2500,420.55,1330.35,420.55
"84333",0,0,0,0,0,0,0,270.74,900.6,0,0,0,270.74,231.363,0,0,2313.63,0,0,0,0
"84334",0,0,0,0,0,0,15.76,15.76,145,15.76,0,15.76,15.76,101.92,15.76,15.76,305.76,15.76,0,0,0
"84335",0,0,0,0,0,0,669.83,669.83,1660,0,0,0,420.95,582.4575,0,0,2329.83,420.95,0,0,0
"84336",0,0,0,0,0,0,543.32,543.32,360,183.32,2139.32,183.32,360,219.256666666667,183.32,183.32,657.77,360,2139.32,3398.07,2139.32
"84337",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84338",0,0,0,0,0,0,546.03,934.03,407.92,0,0,0,388,194.286,0,0,1942.86,325,0,350,0
"84339",0,0,0,0,0,0,409.63,508.63,2499.5,409.63,985,409.63,409.63,507.875555555555,409.63,409.63,9141.76,409.63,985,985,985
"84340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84341",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0
"84342",0,0,0,0,0,0,4005,4005,4005,0,663.309411764706,0,4005,4005,0,0,4005,4005,2199,34427.91,11276.26
"84343",0,0,0,0,0,0,242.29,391.99,634.7,95.34,0,95.34,149.7,193.822857142857,95.34,95.34,1356.76,146.95,0,0,0
"84344",0,0,0,0,0,0,519.6,519.6,840,237,0,237,282.6,427.044,237,237,2135.22,282.6,0,0,0
"84345",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84346",0,0,0,0,0,0,7100.63,7100.63,2087.61,0,0,0,2087.61,793.713,0,0,7937.13,2087.61,0,0,0
"84347",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84348",0,0,0,0,0,0,548.52,568.42,525,219.67,0,219.67,219.67,287.117,219.67,219.67,2871.17,219.67,0,0,0
"84349",0,0,0,0,0,0,4514.58,7810.88,2500,1123,0,1123,2400,1141.9425,1123,1123,22838.85,2350,0,0,0
"84350",0,0,0,0,0,0,918.93,2603.53,2147.27,291.1,0,145.55,1020,666.791,145.55,214.15,6667.91,627.83,0,0,0
"84351",0,0,0,0,0,0,1649.07,1993.77,2101.19,18.61,380.96,18.61,968.37,345.163333333333,18.61,18.61,6212.94,968.37,380.96,22630.02,380.96
"84352",0,0,0,0,0,0,583.77,1722.91,366.5,38.79,0,19.395,366.5,97.3126086956522,19.395,19.95,2238.19,336.58,0,0,0
"84353",0,0,0,0,0,0,138,138,170.67,0,208,0,138,108.8675,0,0,435.47,138,208,208,208
"84354",0,0,0,0,0,0,7100.63,7100.63,2087.61,0,0,0,2087.61,793.713,0,0,7937.13,2087.61,0,0,0
"84355",0,0,0,0,0,0,4373.15,4462.75,1721.07,2357.07,0,1178.535,1721.07,923.868181818182,1178.535,1721.07,10162.55,1721.07,0,0,0
"84356",0,0,0,0,0,0,1.75,1.75,1.75,1.75,0,1.75,1.75,1.75,1.75,1.75,1.75,1.75,0,0,0
"84357",0,0,0,0,0,0,7382.99,11074.01,2404.27,540.03,0,108.006,2404.27,355.751194029851,75.65,209.34,23835.33,2404.27,0,0,0
"84358",0,0,0,0,0,0,0,114,2325,0,0,0,114,623.11,0,0,2492.44,0,0,0,0
"84359",0,0,0,0,0,0,1060,1060,410,0,287.5,0,410,151.428571428571,0,0,1060,410,370,2345,575
"84360",0,0,0,0,0,0,4919.18,5686.31,2407.22,2139.96,560,713.32,2407.22,621.383125,560,1189.96,9942.13,2407.22,560,560,560
"84361",0,0,0,0,0,0,0,1040,2500,0,0,0,550,1040.64444444444,0,0,18731.6,0,0,0,0
"84362",0,0,0,0,0,0,1751.75,3102.12,951.14,1221.75,56,610.875,663,423.162307692308,610.875,663,5501.11,663,56,944.44,56
"84363",0,0,0,0,0,0,1751.75,3102.12,951.14,1221.75,56,610.875,663,423.162307692308,610.875,663,5501.11,663,56,944.44,56
"84364",0,0,0,0,0,0,0,0,398.09,0,2347,0,0,398.09,0,0,398.09,0,2347,2347,2347
"84365",0,0,0,0,0,0,555.58,3923.37,2499.57,0,0,0,2499.57,468.596666666667,0,0,4217.37,491.3,0,209.3,0
"84366",0,0,0,0,0,0,918.93,2603.53,2147.27,291.1,86.32,145.55,1020,666.791,145.55,214.15,6667.91,627.83,86.32,2002.82,86.32
"84367",0,0,0,0,0,0,606.32,606.32,593.32,13,56,13,593.32,303.16,13,13,606.32,593.32,56,944.44,56
"84368",0,0,0,0,0,0,13748.92,19231.92,2462.7,3591,985,1197,2430,1086.87451612903,1553,1678,33693.11,2430,985,985,985
"84369",0,0,0,0,0,0,0,1040,2500,0,0,0,550,1040.64444444444,0,0,18731.6,0,0,0,0
"84370",0,0,0,0,0,0,606.32,606.32,593.32,13,56,13,593.32,303.16,13,13,606.32,593.32,56,944.44,56
"84371",0,0,0,0,0,0,0,36,988.4,0,488.84,0,36,568.3875,0,0,2273.55,0,673.4,1267.94,977.68
"84372",0,0,0,0,0,0,3268.2,3268.2,2001.14,535.54,914.935,535.54,2001.14,1104.22333333333,535.54,535.54,6625.34,2001.14,1597.67,6193.55,1829.87
"84373",0,0,0,0,0,0,609.97,609.97,1882.75,343,0,343,343,830.906666666667,343,343,2492.72,343,0,0,0
"84374",0,0,0,0,0,0,0,8.99,8.99,0,0,0,8.99,8.99,0,0,8.99,0,0,0,0
"84375",0,0,0,0,0,0,29.37,50.2,216.55,0,0,0,29.37,44.3890909090909,0,0,488.28,29.37,0,0,0
"84376",0,0,0,0,0,0,197.25,419.08,455,0,0,0,197.25,174.816,0,0,874.08,197.25,0,0,0
"84377",0,0,0,0,0,0,4359.04,9538.81,1914,1021.91,0,340.636666666667,1914,331.137,179.96,790.85,9934.11,990,0,0,0
"84378",0,0,0,0,0,0,0,270.74,900.6,0,201.886666666667,0,270.74,231.363,0,0,2313.63,0,409.63,854.52,605.66
"84379",0,0,0,0,0,0,467.54,2059.11,1099.05,191.78,0,191.78,1099.05,147.736428571429,191.78,191.78,2068.31,191.78,0,197.42,0
"84380",0,0,0,0,0,0,1544.71,4799.29,1493.81,48,411.11,48,1017.5,351.7775,48,48,8442.66,1017.5,411.11,491.16,411.11
"84381",0,0,0,0,0,0,0,0,158,0,0,0,0,158,0,0,158,0,0,350,0
"84382",0,0,0,0,0,0,67,177.28,936,0,22.785,0,67,380.922857142857,0,0,5332.92,67,40.01,87.38,45.57
"84383",0,0,0,0,0,0,95.49,278.07,182.58,7.8,0,7.8,182.58,69.5175,7.8,7.8,278.07,82.97,0,0,0
"84384",0,0,0,0,0,0,65.98,65.98,65.98,65.98,0,65.98,65.98,65.98,65.98,65.98,65.98,65.98,0,100.35,0
"84385",0,0,0,0,0,0,1312.5,1433.25,1312.5,0,663.309411764706,0,1312.5,894.416666666667,0,0,2683.25,1312.5,2199,34427.91,11276.26
"84386",0,0,0,0,0,0,350,623.13,350,0,0,0,350,141.347142857143,0,0,989.43,350,0,0,0
"84387",0,0,0,0,0,0,0,1639.65,1395,0,0,0,1334.08,469.231,0,0,4692.31,0,0,0,0
"84388",0,0,0,0,0,0,987.36,987.36,585.32,666.52,0,222.173333333333,585.32,152.452857142857,62.8,585.32,1067.17,585.32,0,0,0
"84389",0,0,0,0,0,0,30,30,365.32,30,375.096666666667,30,30,197.66,30,30,395.32,30,636.73,7046.98,1125.29
"84390",0,0,0,0,0,0,4919.18,5686.31,2407.22,2139.96,0,713.32,2407.22,621.383125,560,1189.96,9942.13,2407.22,0,2979.64,0
"84391",0,0,0,0,0,0,15.76,15.76,145,15.76,0,15.76,15.76,101.92,15.76,15.76,305.76,15.76,0,0,0
"84392",0,0,0,0,0,0,124.5,124.5,794,124.5,0,124.5,124.5,350.22,124.5,124.5,2801.76,124.5,0,350,0
"84393",0,0,0,0,0,0,454.48,532.15,4330,454.48,663.309411764706,454.48,454.48,1221.7875,454.48,454.48,4887.15,454.48,2199,34427.91,11276.26
"84394",0,0,0,0,0,0,0,0,77.63,0,0,0,0,77.63,0,0,77.63,0,0,350,0
"84395",0,0,0,0,0,0,15478.75,43166.33,23778,4596.25,663.309411764706,574.53125,11018,2800.86583333333,68,2347,134441.56,8810,2199,34427.91,11276.26
"84396",0,0,0,0,0,0,86.32,2008.18,2417,86.32,0,86.32,1495,362.398695652174,86.32,86.32,8335.17,86.32,0,0,0
"84397",0,0,0,0,0,0,474.91,1386.89,822,72,44.07,72,822,230.841428571429,72,72,1615.89,240,69.53,987.82,88.14
"84398",0,0,0,0,0,0,277.9,314.85,207.9,0,0,0,207.9,96.2125,0,0,384.85,207.9,0,0,0
"84399",0,0,0,0,0,0,21.95,21.95,1130,0,0,0,21.95,473.684444444444,0,0,4263.16,21.95,0,0,0
"84400",0,0,0,0,0,0,3038.9,3064.56,1875.71,61.55,380.96,61.55,1875.71,364.107777777778,61.55,61.55,3276.97,1875.71,380.96,22630.02,380.96
"84401",0,0,0,0,0,0,89.41,1213.76,1001.6,0,0,0,1001.6,303.44,0,0,1213.76,89.41,0,0,0
"84402",0,0,0,0,0,0,64.49,64.49,1343.38,64.49,311.896666666667,64.49,64.49,622.623333333333,64.49,64.49,1867.87,64.49,889.79,4795.15,935.69
"84403",0,0,0,0,0,0,0,0,1491.7,0,69.2,0,0,1491.7,0,0,1491.7,0,69.2,374.9,69.2
"84404",0,0,0,0,0,0,30,30,365.32,30,249.63,30,30,197.66,30,30,395.32,30,419.12,2058.34,748.89
"84405",0,0,0,0,0,0,0,270.74,900.6,0,0,0,270.74,231.363,0,0,2313.63,0,0,179.7,0
"84406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84407",0,0,0,0,0,0,454.48,532.15,4330,454.48,663.309411764706,454.48,454.48,1221.7875,454.48,454.48,4887.15,454.48,2199,34427.91,11276.26
"84408",0,0,0,0,0,0,4514.58,7810.88,2500,1123,0,1123,2400,1141.9425,1123,1123,22838.85,2350,0,0,0
"84409",0,0,0,0,0,0,1791.28,1791.28,1272.72,500,44.07,500,514,500.525714285714,500,500,3503.68,514,69.53,987.82,88.14
"84410",0,0,0,0,0,0,209.3,437.43,374.66,0,0,0,228.13,79.625,0,0,1114.75,209.3,0,209.3,0
"84411",0,0,0,0,0,0,2319.82,4052.16,1765.16,0,0,0,1765.16,316.36,0,0,4429.04,1765.16,0,0,0
"84412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84413",0,0,0,0,0,0,0,1115,970,0,0,0,970,381.746,0,0,1908.73,0,0,894,0
"84414",0,0,0,0,0,0,0,1040,2500,0,0,0,550,1040.64444444444,0,0,18731.6,0,0,0,0
"84415",0,0,0,0,0,0,1667.35,4288.69,2420,1275.42,0,318.855,2420,614.377,272,582.42,12287.54,582.42,0,0,0
"84416",0,0,0,0,0,0,34.4,34.4,34.4,34.4,0,34.4,34.4,34.4,34.4,34.4,34.4,34.4,0,0,0
"84417",0,0,0,0,0,0,597.79,1237.62,384.75,213.04,193,213.04,384.75,192.984,213.04,213.04,1929.84,384.75,237,970,386
"84418",0,0,0,0,0,0,65.98,65.98,65.98,65.98,0,65.98,65.98,65.98,65.98,65.98,65.98,65.98,0,0,0
"84419",0,0,0,0,0,0,4359.04,9538.81,1914,1021.91,0,340.636666666667,1914,331.137,179.96,790.85,9934.11,990,0,0,0
"84420",0,0,0,0,0,0,4919.18,5686.31,2407.22,2139.96,0,713.32,2407.22,621.383125,560,1189.96,9942.13,2407.22,0,2979.64,0
"84421",0,0,0,0,0,0,2791.43,3697.13,2115.34,1487.06,0,495.686666666667,1067.29,408.015641025641,322.02,1067.29,15912.61,1067.29,0,0,0
"84422",0,0,0,0,0,0,1667.35,4288.69,2420,1275.42,298.2875,318.855,2420,614.377,272,582.42,12287.54,582.42,908.5,5602.47,1193.15
"84423",0,0,0,0,0,0,3044.68,4601.12,1573.3,211.25,95.5628571428572,105.625,1573.3,261.3535,105.625,182,5227.07,1573.3,421.8,1655.65,668.94
"84424",0,0,0,0,0,0,129.8,604.8,475,93.86,0,93.86,475,201.6,93.86,93.86,604.8,93.86,0,350,0
"84425",0,0,0,0,0,0,0,153.66,452.31,0,0,0,72.74,121.187222222222,0,0,2181.37,0,0,0,0
"84426",0,0,0,0,0,0,163.16,232.1,2145,163.16,0,163.16,163.16,480.618,163.16,163.16,2403.09,163.16,0,0,0
"84427",0,0,0,0,0,0,4175,5675,2105,1580,0,263.333333333333,2105,678.802,250,350,6788.02,2105,0,490,0
"84428",0,0,0,0,0,0,0,0,118.96,0,0,0,0,118.96,0,0,118.96,0,0,0,0
"84429",0,0,0,0,0,0,3044.68,4601.12,1573.3,211.25,0,105.625,1573.3,261.3535,105.625,182,5227.07,1573.3,0,65,0
"84430",0,0,0,0,0,0,138,138,170.67,0,0,0,138,108.8675,0,0,435.47,138,0,58.41,0
"84431",0,0,0,0,0,0,236.9,489.43,211.9,0,0,0,211.38,94.4966666666667,0,0,850.47,123.91,0,0,0
"84432",0,0,0,0,0,0,197.25,419.08,455,0,0,0,197.25,174.816,0,0,874.08,197.25,0,0,0
"84433",0,0,0,0,0,0,0,0,468.7,0,44.07,0,0,371.85,0,0,743.7,0,69.53,987.82,88.14
"84434",0,0,0,0,0,0,536.77,1107.53,516.95,516.95,190.077142857143,516.95,516.95,171.075714285714,516.95,516.95,1197.53,516.95,453.6,3684.54,1330.54
"84435",0,0,0,0,0,0,604.8,646.21,677.06,0,0,0,604.8,140.834545454545,0,0,1549.18,604.8,0,0,0
"84436",0,0,0,0,0,0,1514.9,6056.32,1520.75,0,0,0,1520.75,605.632,0,0,6056.32,714.9,0,0,0
"84437",0,0,0,0,0,0,741.75,741.75,741.75,741.75,187,741.75,741.75,741.75,741.75,741.75,741.75,741.75,195,1408,1309
"84438",0,0,0,0,0,0,209.3,437.43,374.66,0,985,0,228.13,79.625,0,0,1114.75,209.3,985,985,985
"84439",0,0,0,0,0,0,1836.56,2600.59,2113,1542.37,0,1542.37,1542.37,631.858333333333,1542.37,1542.37,7582.3,1542.37,0,20,0
"84440",0,0,0,0,0,0,247.92,1864.11,1495,9.32,3.2,3.10666666666667,1495,162.944375,1.46,6.4,2607.11,142.5,3.2,3.2,3.2
"84441",0,0,0,0,0,0,254,840.2,1195,199,187,199,290,219.395454545455,199,199,2413.35,199,195,1408,1309
"84442",0,0,0,0,0,0,304.28,304.28,304.28,304.28,0,304.28,304.28,304.28,304.28,304.28,304.28,304.28,0,0,0
"84443",0,0,0,0,0,0,209.3,437.43,374.66,0,985,0,228.13,79.625,0,0,1114.75,209.3,985,985,985
"84444",0,0,0,0,0,0,0,0,695,0,663.309411764706,0,0,695,0,0,695,0,2199,34427.91,11276.26
"84445",0,0,0,0,0,0,140.1,2042.52,2165.01,0,0,0,1801.48,478.148,0,0,4781.48,140.1,0,0,0
"84446",0,0,0,0,0,0,15478.75,43166.33,23778,4596.25,0,574.53125,11018,2800.86583333333,68,2347,134441.56,8810,0,0,0
"84447",0,0,0,0,0,0,260,260,229.85,260,415,130,189,91.275,130,189,547.65,189,415,514,415
"84448",0,0,0,0,0,0,3732.17,5172.77,1394,1462.06,0,731.03,1394,498.448333333333,731.03,1050.95,5981.38,1394,0,454.31,0
"84449",0,0,0,0,0,0,236.9,489.43,211.9,0,0,0,211.38,94.4966666666667,0,0,850.47,123.91,0,0,0
"84450",0,0,0,0,0,0,0,0,296.39,0,0,0,0,204.44,0,0,408.88,0,0,350,0
"84451",0,0,0,0,0,0,67,177.28,936,0,275.13,0,67,380.922857142857,0,0,5332.92,67,548.8,758.19,550.26
"84452",0,0,0,0,0,0,2319.82,4052.16,1765.16,0,0,0,1765.16,316.36,0,0,4429.04,1765.16,0,0,0
"84453",0,0,0,0,0,0,8550.97,15445.76,2500,464.44,364.616666666667,464.44,2500,506.311136363636,464.44,464.44,22277.69,2500,605.41,1974.62,1093.85
"84454",0,0,0,0,0,0,2980.8,3180.8,2400,0,0,0,2400,1060.26666666667,0,0,3180.8,2400,0,0,0
"84455",0,0,0,0,0,0,97.8,97.8,898.22,0,0,0,73,252.9925,0,0,1011.97,73,0,350,0
"84456",0,0,0,0,0,0,1964.98,3084.85,2110.6,1322.73,364.616666666667,440.91,1028.9,281.62,154.97,1028.9,8730.22,1028.9,605.41,1974.62,1093.85
"84457",0,0,0,0,0,0,209.3,437.43,374.66,0,985,0,228.13,79.625,0,0,1114.75,209.3,985,985,985
"84458",0,0,0,0,0,0,50.75,50.75,50.75,50.75,0,50.75,50.75,50.75,50.75,50.75,50.75,50.75,0,0,0
"84459",0,0,0,0,0,0,8627.98,12730.55,2400,2607.32,0,651.83,2400,649.836538461539,397.98,1675,16895.75,1811.35,0,0,0
"84460",0,0,0,0,0,0,4514.58,7810.88,2500,1123,0,1123,2400,1141.9425,1123,1123,22838.85,2350,0,0,0
"84461",0,0,0,0,0,0,8627.98,12730.55,2400,2607.32,0,651.83,2400,649.836538461539,397.98,1675,16895.75,1811.35,0,0,0
"84462",0,0,0,0,0,0,604.8,646.21,677.06,0,680,0,604.8,140.834545454545,0,0,1549.18,604.8,680,680,680
"84463",0,0,0,0,0,0,323.05,323.05,323.05,0,0,0,323.05,323.05,0,0,323.05,323.05,0,394.59,0
"84464",0,0,0,0,0,0,1463.14,2589.26,1175.85,1175.85,1175.85,1175.85,1175.85,300.307272727273,1175.85,1175.85,3303.38,1175.85,1175.85,1526.2,1175.85
