"","Fraud","Avg_amount_merch_1","Amount","Card_freq_7","Card_freq_14","Card_freq_3","Avg_amount_merch_30","Median_amount_merch_30","Avg_amount_merch_14","Card_freq_1","Card_freq_30","Merchant_freq_3","Avg_amount_merch_7","Merchant_freq_7","Merchant_freq_1","Median_amount_merch_14","Total_amount_card_1","Merchant_freq_14","Max_amount_card_1","Total_amount_card_3","Avg_amount_card_30"
"73310","No",0.146563136688494,0.231418962698174,-0.159733453881421,-0.271715730523317,-0.0966839584262945,-0.0491268785731913,-0.173737240556957,-0.0393707698624695,-0.0446760776340488,-0.310457011544552,-0.425770322045206,-0.0336866972140832,-0.427255138087208,-0.393317447281352,-0.149658469768819,-0.530803392323298,-0.426624889480631,0.619430680928114,-0.251005455035413,0.483179139088452
"75865","No",-0.182149854989268,-0.315539678906799,-0.305918295007223,-0.395105360227234,-0.328985441412523,-0.348842296933376,-0.21738680135247,-0.348652225618382,-0.329391535814876,-0.138538812084901,-0.267591368700816,-0.237696620798898,-0.27735993218714,-0.333066448448359,-0.201484253940743,0.949497927172495,-0.252668032811823,0.619430680928114,-0.696440449562679,-0.0425539905396556
"69138","No",0.0173494250773861,0.0299572973952407,0.132636228370183,0.592011677404101,0.0581836968978578,-0.316046944588919,-0.256432850681014,-0.358721663967646,-0.234486383087934,0.549133985753702,-0.425770322045206,-0.406830945545814,-0.417886687718454,-0.393317447281352,-0.237396723406676,0.607908484955946,-0.421508511343313,0.619430680928114,-0.73226844360957,0.0657442820350211
"64693","No",-0.26742608850179,-0.414979592149528,2.71523508825935,2.93641464177852,3.46527211402921,-0.33666417174999,-0.167793121779705,-0.300219544670531,4.41586610053224,5.13361930467772,2.63235610927966,-0.302513570669829,3.47938866568331,4.81839395177253,-0.143351888317279,-1.51839255815633,4.71533513852385,-0.667894529344146,-1.14609486290451,-0.136982697951866
"29410","No",-0.229837659736718,-0.355440824267768,-0.35464657538249,-0.477365113363178,-0.406419269074599,-0.0491268785731913,-0.173737240556957,-0.0393707698624695,-0.329391535814876,-0.453722177760927,-0.425770322045206,-0.0336866972140832,-0.427255138087208,-0.393317447281352,-0.149658469768819,0.949497927172495,-0.426624889480631,0.619430680928114,1.32370967999292,-0.307230535045576
"39426","No",0.136582318343077,0.215857516007396,-0.257190014631956,-0.271715730523317,-0.251551613750447,-0.0491268785731913,-0.173737240556957,-0.0393707698624695,-0.329391535814876,-0.167191845328176,-0.425770322045206,-0.0336866972140832,-0.427255138087208,-0.393317447281352,-0.149658469768819,0.949497927172495,-0.426624889480631,0.619430680928114,0.524194948199694,0.250865578800267
"13069","No",-0.267588297431444,-0.41512041972139,-0.208461734256689,-0.230585853955345,-0.0966839584262945,-0.264040853824233,-0.176023440073762,-0.296604639690589,0.0502290750928936,0.0906854538613,1.66570694995283,-0.336499674203163,0.687590455794545,0.510447535213541,-0.149658469768819,-1.06421154719704,0.192456865134834,0.619430680928114,-0.691561596200203,-0.416969761454549
"34361","No",0.26398452898752,0.414494806119091,-0.208461734256689,-0.271715730523317,-0.174117786088371,-0.0491268785731913,-0.173737240556957,-0.0393707698624695,-0.234486383087934,-0.339110044787827,-0.425770322045206,-0.0336866972140832,-0.427255138087208,-0.393317447281352,-0.149658469768819,0.368956213748981,-0.426624889480631,0.619430680928114,0.696880724995986,0.60353997932781
"58280","No",-0.265470293843213,-0.414979592149528,-0.0135486127556192,-0.1483261008194,-0.0192501307642183,-0.405880236411321,-0.171045148851407,-0.477527371456316,0.145134227819836,-0.281803978301277,2.72023330558209,-0.457266661892188,2.36454307180155,3.94475446869413,-0.146802218699099,-1.14700918931196,2.5562235645757,0.619430680928114,-0.774423454881653,-0.408923729441583
"81489","No",-0.260899130605563,-0.403869861480395,-0.403374855757758,-0.518494989931151,-0.406419269074599,-0.0491268785731913,-0.173737240556957,-0.0393707698624695,-0.329391535814876,-0.568334310734028,-0.425770322045206,-0.0336866972140832,-0.427255138087208,-0.393317447281352,-0.149658469768819,0.949497927172495,-0.426624889480631,0.619430680928114,1.32370967999292,-0.255638450484653
"61637","No",-0.219751463218725,-0.339715078743151,-0.305918295007223,-0.436235236795206,-0.251551613750447,-0.0491268785731913,-0.173737240556957,-0.0393707698624695,-0.139581230360991,-0.511028244247478,-0.425770322045206,-0.0336866972140832,-0.427255138087208,-0.393317447281352,-0.149658469768819,0.312224298921084,-0.426624889480631,0.619430680928114,0.685941792203384,-0.284878075951496
"28214","No",-0.217694079849383,-0.336507339606289,-0.35464657538249,-0.395105360227234,-0.406419269074599,0.0827403612490741,-0.1374228387467,0.122904587844282,-0.329391535814876,-0.453722177760927,-0.408194882784718,0.108181946625951,-0.4085182373497,-0.393317447281352,-0.11477460299996,0.949497927172495,-0.411275755068677,0.619430680928114,1.32370967999292,-0.14870297073855
"18076","No",0.783850180362697,1.38151079957317,-0.35464657538249,-0.477365113363178,-0.328985441412523,0.00245767336833884,-0.157755617071484,0.0223464814121947,-0.234486383087934,-0.568334310734028,-0.408194882784718,0.0384265730509453,-0.417886687718454,-0.363191947864855,-0.132702312932807,-0.189206834160895,-0.421508511343313,0.619430680928114,0.184121756914797,0.124900047634437
"6917","No",0.0315002082518842,0.41175649222177,-0.208461734256689,-0.312845607091289,-0.328985441412523,0.365464529887693,-0.0452909607900228,0.456658393312197,-0.234486383087934,-0.396416111274377,-0.408194882784718,0.545896553247929,-0.417886687718454,-0.363191947864855,-0.0133797452255911,0.654288520971815,-0.421508511343313,0.619430680928114,1.02827131395727,0.454401036266729
"40071","No",-0.259268277934743,-0.401327141432883,-0.35464657538249,-0.107196224251428,-0.328985441412523,0.0275433116078861,-0.149983731688208,-0.0393707698624695,-0.234486383087934,-0.138538812084901,-0.425770322045206,-0.0336866972140832,-0.427255138087208,-0.393317447281352,-0.149658469768819,0.1473068343346,-0.426624889480631,0.619430680928114,0.520896420190227,-0.371095539850133
"13490","No",-0.224292760655931,-0.346795576106225,-0.257190014631956,-0.271715730523317,-0.174117786088371,-0.547506001926115,-0.324679863433064,-0.637490673293263,-0.139581230360991,-0.339110044787827,-0.39061944352423,-0.73710443128763,-0.389781336612191,-0.393317447281352,-0.309805327755597,-1.45751909739524,-0.390810242519406,-2.06632239636785,-1.08868706441326,-0.343332295731072
"46274","No",-0.206714677868602,-0.319388965871034,-0.35464657538249,-0.353975483659261,-0.328985441412523,-0.128918050193983,-0.183704053190481,-0.151865450477771,-0.329391535814876,-0.425069144517652,-0.425770322045206,-0.0336866972140832,-0.427255138087208,-0.393317447281352,-0.169621897668831,0.949497927172495,-0.416392133205995,0.619430680928114,0.29468934342151,-0.153102676429161
"78576","No",-0.267184140280281,-0.41512041972139,-0.0622768931308866,0.0984531585884338,-0.0192501307642183,-0.35058430049922,-0.176023440073762,-0.394152041400522,0.0502290750928936,0.119338487104575,2.2808473240699,-0.438646049433837,2.58938588065165,1.23345952120946,-0.152084078005716,-1.13924044918805,3.13437429409262,-0.702897327111028,-0.830761161958875,-0.421975705843214
"67534","No",0.0957930801074919,1.10063803124792,-0.35464657538249,-0.477365113363178,-0.328985441412523,1.17951426246218,0.813672872398424,1.31075700996075,-0.329391535814876,-0.596987343977303,-0.285166807961304,1.82523408993367,-0.202412329237107,-0.212564450782373,0.819571956724727,0.949497927172495,-0.196387873301326,0.619430680928114,1.30247597823753,0.340244595751951
"38150","No",-0.26674963190111,-0.415026534673482,-0.35464657538249,-0.477365113363178,-0.328985441412523,-0.378755529564843,-0.170536561266993,-0.463045154042665,-0.234486383087934,-0.482375211004203,2.64993154854014,-0.46254661963387,3.17022980351442,2.31797750020333,-0.146262618272771,-0.309070494308467,3.50275351997951,0.619430680928114,0.0641651323722195,-0.258879040099657
"19219","No",0.100793047381534,-0.200749560331085,0.0839079479949154,0.221842788292351,0.21305135222201,-0.270881779819896,-0.164509925388054,-0.33928705390342,-0.234486383087934,0.176644553591125,-0.144563293877402,-0.415427014000606,-0.202412329237107,-0.24268995019887,-0.187143698392727,0.210633038543941,-0.21173700771328,0.619430680928114,-0.765967081873323,-0.0660801734090542
